KEGG;NAME;ENZYME;IAFMODEL;UMBBD;CODE
R05421;;3.1.8.1;None;None;C(H)(C(H)(C(O(P(SO(C(H2C(H3)))O(C(H2C(H3))))))(C(H)(C(H)(C(N[+1](O(H)O))(){1})))))<1><=>C(H)(C(H)(C(O(H))(C(H)(C(H)(C(N[+1](O(H)O))(){1})))))<1>+P(SO(H)O(C(H2C(H3)))O(C(H2C(H3))))
R05259;Parathion:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)|;1.14.14.1;None;None;C(H)(C(H)(C(O(P(SO(C(H2C(H3)))O(C(H2C(H3))))))(C(H)(C(H)(C(N[+1](O(H)O))(){1})))))<1><=>C(H)(C(H)(C(O(P(O(C(H2C(H3)))O(C(H2C(H3)))O)))(C(H)(C(H)(C(N[+1](O(H)O))(){1})))))<1>+S(H2)
R05346;;;None;None;C(H)(C(H)(C(O(P(SO(C(H2C(H3)))O(C(H2C(H3))))))(C(H)(C(H)(C(N[+1](O(H)O))(){1})))))<1><=>C(H)(C(H)(C(O(P(SO(C(H2C(H3)))O(C(H2C(H3))))))(C(H)(C(H)(C(N(H2))(){1})))))<1>
R06809;3'-phosphoadenylyl-sulfate:quercetin-3,3'-bissulfate|;2.8.2.28;None;None;C(H)(C(H)(C(O(S(O(H)OO)))(C(O(H))(C(H)(C(C(C(O(S(O(H)OO)))(C(O)(C(C(C(H)(C(O(H))(C(H)(C(O(H))(){10})))O(){7}))<10>)))<7>){1})))))<1>+C(H)(C(HO(H))(C(HO(P(O(H)O(H)O)))(C(HC(H2O(P(O(S(O(H)OO))O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1><=>C(H)(C(H)(C(O(S(O(H)OO)))(C(O(H))(C(H)(C(C(C(O(S(O(H)OO)))(C(O)(C(C(C(H)(C(O(S(O(H)OO)))(C(H)(C(O(H))(){10})))O(){7}))<10>)))<7>){1})))))<1>+C(H)(C(HO(H))(C(HO(P(O(H)O(H)O)))(C(HC(H2O(P(O(H)O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R03268;UDP-D-xylose:flavonol-3-O-glycoside D-xylosyltransferase|;2.4.2.35;None;None;C(H)(C(H)(C(O)(C(C(H)(C(H)(C(O(H))(C(H)(C(O(){1}){4})))))<4>)O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){4})))))<4>))C(C(H)(C(H)(C(O(H))(C(O(H))(C(H)(){2})))))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(H2)(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(H)(O(C(H)(C(H)(C(C(H)(C(H)(C(O(H))(C(O(H))(C(H)(){10})))))<10>O(C(C(H)(C(O(H))(C(H)(C(H)(C(C(O)(){8}){11})))))<11>)))<8>)O(){2})))))<2>O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(H2)(O(){3})))))<3>))
R03880;UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase|;2.4.1.159;None;None;C(H)(C(H)(C(O)(C(C(H)(C(H)(C(O(H))(C(H)(C(O(){1}){4})))))<4>)O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){4})))))<4>))C(C(H)(C(H)(C(O(H))(C(O(H))(C(H)(){2})))))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H3))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(H)(O(C(H)(C(H)(C(C(H)(C(H)(C(O(H))(C(O(H))(C(H)(){10})))))<10>O(C(C(H)(C(O(H))(C(H)(C(H)(C(C(O)(){8}){11})))))<11>)))<8>)O(){2})))))<2>O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H3))(O(){3})))))<3>))
R06556;flavanone lyase (decyclizing)|;5.5.1.6;None;None;C(H)(C(H)(C(O)(C(C(H)(C(H)(C(O(H))(C(H)(C(O(H))(){4})))))<4>))C(C(H)(C(H)(C(O(H))(C(H)(C(H)(){2})))))<2>)<=>C(H2)(C(H)(C(C(H)(C(H)(C(O(H))(C(H)(C(H)(){3})))))<3>O(C(C(H)(C(O(H))(C(H)(C(H)(C(C(O)(){1}){4})))))<4>)))<1>
R06854;;1.1.0.0;None;None;C(H)(C(H)(C(O)(C(O(H))(C(H)(C(O)(){1})))))<1><=>
R05399;1,2,4-trihydroxybenzene:NAD oxidoreductase|;1.6.5.7;None;None;C(H)(C(H)(C(O)(C(O(H))(C(H)(C(O)(){1})))))<1><=>C(H)(C(H)(C(O(H))(C(O(H))(C(H)(C(O(H))(){1})))))<1>
R02962;;;None;None;C(H)(C(H)(C(O)(C(O)(C(H)(C(C(H2C(HN(H2)C(O(H)O))))(){1})))))<1><=>C(H2)(C(HC(O(H)O))(N(H)(C(C(H)(C(O(H))(C(O(H))(C(H)(C(){1,4})))))<4>)))<1>
R05781;cyclic-imide amidohydrolase (decyclicizing)|;3.5.2.16;None;None;C(H)(C(H)(C(O)(N(H)(C(O)(){1}))))<1><=>(C(HC(O(H)O))C(HC(ON(H2))))
R03594;UDPglucose:scopoletin O-beta-D-glucosyltransferase|;2.4.1.128;None;None;C(H)(C(H)(C(O)(O(C(C(H)(C(O(H))(C(O(C(H3)))(C(H)(C(){1,5})))))<5>))))<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){1}))))O(C(C(H)(C(C(C(H)(C(H)(C(O)(O(){5})))C(H)(C(O(C(H3)))(){3})))<5>))<3>))<1>
R05510;Protoanemonin lactonohydrolase|;3.1.1.45;None;None;C(H)(C(H)(C(O)(O(C(C(H2))(){1}))))<1><=>(C(HC(O(H)O))C(HC(OC(H3))))
R03893;4-Carboxymethylenebut-2-en-4-olide lactonohydrolase|;3.1.1.45;None;None;C(H)(C(H)(C(O)(O(C(C(HC(O(H)O)))(){1}))))<1><=>(C(HC(HC(O(H)O)))C(OC(H2C(O(H)O))))
R06838;4-carboxymethylenebut-2-en-4-olide lactonohydrolase|;3.1.1.45;None;None;C(H)(C(H)(C(O)(O(C(C(HC(O(H)O)))(){1}))))<1><=>(C(HC(HC(O(H)O)))C(OC(H2C(O(H)O))))
R03712;Albendazole,NADPH:oxygen oxidoreductase (sulfoxide-forming)|;1.14.13.32;None;None;C(H)(C(H)(C(S(C(H2C(H2C(H3)))))(C(H)(C(C(N(H)(C(N(HC(O(C(H3))O)))(N(){5}))){1})<5>))))<1><=>C(H)(C(H)(C(S(OC(H2C(H2C(H3)))))(C(H)(C(C(N(H)(C(N(HC(O(C(H3))O)))(N(){5}))){1})<5>))))<1>
R04338;S-(4-Bromophenyl)-L-cysteine:2-oxoglutarate aminotransferase|;2.6.1.75;None;None;C(H)(C(H)(C(S(C(H2C(HN(H2)C(O(H)O)))))(C(H)(C(H)(C(Br)(){1})))))<1>+C(H2C(OC(O(H)O))C(H2C(O(H)O)))<=>C(H)(C(H)(C(S(C(H2C(OC(O(H)O)))))(C(H)(C(H)(C(Br)(){1})))))<1>+C(H2C(HN(H2)C(O(H)O))C(H2C(O(H)O)))
R05271;4-(Hydroxymethyl)benzenesulfonate:NAD+ oxidoreductase|;1.1.1.257;None;None;C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(H2O(H)))(){1})))))<1><=>C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(HO))(){1})))))<1>
R05294;;1.14.12.0;None;None;C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(H3))(){1})))))<1><=>C(H)(C(H)(C(O(H))(C(O(H))(C(H)(C(C(H3))(){1})))))<1>+S(O(H)O(H)O)
R05281;;1.14.13.0;None;None;C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(H3))(){1})))))<1><=>C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(H2O(H)))(){1})))))<1>
R05272;4-Formylbenzenesulfonate:NAD+ oxidoreductase|;1.2.1.62;None;None;C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(HO))(){1})))))<1><=>C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(O(H)O))(){1})))))<1>
R01636;4-Sulfobenzoate,NADH:oxygen oxidoreductase (3,4-hydroxylating,|;1.14.12.8;None;None;C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(C(O(H)O))(){1})))))<1><=>C(H)(C(H)(C(O(H))(C(O(H))(C(H)(C(C(O(H)O))(){1})))))<1>+S(O(H)O(H)O)
R05279;;1.14.12.0;None;None;C(H)(C(H)(C(S(O(H)OO))(C(H)(C(H)(C(N(H2))(){1})))))<1><=>C(H)(C(H)(C(S(O(H)OO))(C(H)(C(O(H))(C(O(H))(){1})))))<1>
R05278;;1.13.11.0;None;None;C(H)(C(H)(C(S(O(H)OO))(C(H)(C(O(H))(C(O(H))(){1})))))<1><=>(C(HC(HC(O(H)O)))C(S(O(H)OO)C(HC(O(H)O))))
R02815;2-Amino-4-hydroxypteridine aminohydrolase|;3.5.4.11;None;None;C(H)(C(H)(N(C(C(C(O)(N(H)(C(N(H2))(N(){4})))N(){1}))<4>)))<1><=>C(H)(C(H)(N(C(C(C(O(H))(N(C(O(H))(N(){4})))N(){1}))<4>)))<1>
R02816;2-Amino-4-hydroxypteridine:oxygen oxidoreductase (7-hydroxylating)|;1.17.3.1;None;None;C(H)(C(H)(N(C(C(C(O)(N(H)(C(N(H2))(N(){4})))N(){1}))<4>)))<1><=>C(H)(C(O)(N(H)(C(C(C(O)(N(H)(C(N(H2))(N(){4})))N(){1}))<4>)))<1>
R04091;O3-Acetyl-L-serine acetate-lyase (adding 3,4-dihydroxypyridin-1-yl)|;2.5.1.52;None;None;C(H)(C(H)(N(C(H)(C(O(H))(C(O(H))(){1})))))<1>+C(H2O(C(OC(H3)))C(HN(H2)C(O(H)O)))<=>C(H)(C(H)(N[+1](C(H2C(HN(H2)C(O(H)O))))(C(H)(C(O(H))(C(O(H))(){1})))))<1>+C(O(H)OC(H3))
R04350;L-Mimosine amidohydrolase|;3.5.1.61;None;None;C(H)(C(H)(N(C(H2C(HN(H2)C(O(H)O))))(C(H)(C(O(H))(C(O)(){1})))))<1><=>C(H)(C(H)(N(H)(C(H)(C(O(H))(C(O)(){1})))))<1>+C(HN(H2)C(O(H)O)C(H2O(H)))
R03593;Ricinine aminohydrolase|;3.5.5.2;None;None;C(H)(C(H)(N(C(H3))(C(O)(C(C(N))(C(O(C(H3)))(){1})))))<1><=>C(H)(C(H)(N(C(H3))(C(O)(C(C(O(H)O))(C(O(C(H3)))(){1})))))<1>
R02340;Indole hydro-lyase (adding indoleglycerol-phosphate)|;4.2.1.20;None;None;C(H)(C(H)(N(H)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1>+C(H2O(P(O(H)O(H)O))C(HO(H)C(HO)))<=>C(H)(C(C(HO(H)C(HO(H)C(H2O(P(O(H)O(H)O))))))(C(C(H)(C(H)(C(H)(C(H)(C(N(H)(){1}){3})))))<3>))<1>
R00674;L-Serine hydro-lyase (adding indoleglycerol-phosphate)|;4.2.1.20;None;None;C(H)(C(H)(N(H)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1>+C(HN(H2)C(O(H)O)C(H2O(H)))<=>C(H)(C(C(H2C(HN(H2)C(O(H)O))))(C(C(H)(C(H)(C(H)(C(H)(C(N(H)(){1}){3})))))<3>))<1>
R02338;Indole:oxygen 2,3-oxidoreductase (decyclizing)|;1.13.11.17;None;None;C(H)(C(H)(N(H)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1><=>C(H)(C(H)(C(H)(C(N(HC(HO)))(C(C(HO))(C(H)(){1})))))<1>
R02339;;1.14.16.0;None;None;C(H)(C(H)(N(H)(C(C(H)(C(H)(C(H)(C(H)(C(){1,4})))))<4>)))<1><=>C(H)(C(O(H))(C(C(H)(C(H)(C(H)(C(H)(C(N(H)(){1}){3})))))<3>))<1>
R04885;;4.1.1.0;None;None;C(H)(C(H)(N(H)(C(C(H)(C(O(H))(C(O(H))(C(H)(C(){1,4})))))<4>)))<1><=>C(H2)(C(HC(O(H)O))(N(H)(C(C(H)(C(O(H))(C(O(H))(C(H)(C(){1,4})))))<4>)))<1>
R04886;;;None;None;C(H)(C(H)(N(H)(C(C(H)(C(O)(C(O)(C(H)(C(){1,4})))))<4>)))<1><=>
R04858;S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase|;2.1.1.37;None;None;C(H)(C(H)(N(H)(C(O)(N(C(N(H2))(){1})))))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1><=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>+C(H2)(C(HC(H3))(C(N(H2))(N(C(O)(N(H)(){1})))))<1>
R00974;Cytosine aminohydrolase|;3.5.4.1;None;None;C(H)(C(H)(N(H)(C(O)(N(C(N(H2))(){1})))))<1><=>C(H)(C(H)(N(H)(C(O)(N(H)(C(O)(){1})))))<1>
R03131;O3-acetyl-L-serine:uracil 1-(2-amino-2-carboxyethyl)transferase|;2.5.1.53;None;None;C(H)(C(H)(N(H)(C(O)(N(H)(C(O)(){1})))))<1>+C(H2O(C(OC(H3)))C(HN(H2)C(O(H)O)))<=>C(H)(C(H)(N(C(H2C(HN(H2)C(O(H)O))))(C(O)(N(H)(C(O)(){1})))))<1>+C(O(H)OC(H3))
R01055;Uracil hydro-lyase (adding D-ribose 5-phosphate)|;4.2.1.70;None;None;C(H)(C(H)(N(H)(C(O)(N(H)(C(O)(){1})))))<1>+C(HC(H2O(P(O(H)O(H)O))))(C(HO(H))(C(HO(H))(C(HO(H))(O(){1}))))<1><=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){1})))C(C(H)(N(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R00976;Uracil:(acceptor) oxidoreductase|;1.1.99.19;None;None;C(H)(C(H)(N(H)(C(O)(N(H)(C(O)(){1})))))<1><=>C(H2)(C(O)(N(H)(C(O)(N(H)(C(O)(){1})))))<1>
R03134;O3-acetyl-L-serine:pyrazole 1-(2-amino-2-carboxyethyl)transferase|;2.5.1.51;None;None;C(H)(C(H)(N(H)(N(C(H)(){1}))))<1>+C(H2O(C(OC(H3)))C(HN(H2)C(O(H)O)))<=>C(H)(C(H)(N(C(H2C(HN(H2)C(O(H)O))))(N(C(H)(){1}))))<1>+C(O(H)OC(H3))
R02378;L-Serine hydro-lyase (adding pyrazole)|;4.2.1.50;None;None;C(H)(C(H)(N(H)(N(C(H)(){1}))))<1>+C(HN(H2)C(O(H)O)C(H2O(H)))<=>C(H)(C(H)(N(C(H2C(HN(H2)C(O(H)O))))(N(C(H)(){1}))))<1>
R06805;UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside|;2.4.1.240;None;None;C(H)(C(H)(O(C(C(C(C(H)(C(H)(C(O(H))(C(H)(C(H)(){6})))))<6>O(C(C(H)(C(O(H))(C(H)(C(O(H))(C(C(O)(){4}){7})))))<7>)))<4>)O(C(HC(H2O(H)))(C(HO(H))(C(HO(H))(){1}))))O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R06813;UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside|;2.4.1.240;None;None;C(H)(C(H)(O(C(C(C(C(H)(C(H)(C(O(H))(C(O(H))(C(H)(){6})))))<6>O(C(C(H)(C(O(H))(C(H)(C(O(H))(C(C(O)(){4}){7})))))<7>)))<4>)O(C(HC(H2O(H)))(C(HO(H))(C(HO(H))(){1}))))O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R02982;S-Adenosyl-L-methionine:xanthotoxol O-methyltransferase|;2.1.1.70|2.1.1.93;None;None;C(H)(C(H)(O(C(C(C(H)(C(C(H)(C(H)(C(O)(O(C(C(O(H))(){4}){7})))))<7>)){1})<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1><=>C(H)(C(H)(O(C(C(C(H)(C(C(H)(C(H)(C(O)(O(C(C(O(C(H3)))(){4}){7})))))<7>)){1})<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R02882;S-Adenosyl-L-methionine:bergaptol O-methyltransferase|;2.1.1.69|2.1.1.92;None;None;C(H)(C(H)(O(C(C(H)(C(C(C(H)(C(H)(C(O)(O(){6})))C(O(H))(C(){1,4})))<6>))<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1><=>C(H)(C(H)(O(C(C(H)(C(C(C(H)(C(H)(C(O)(O(){6})))C(O(C(H3)))(C(){1,4})))<6>))<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R06828;UDP-glucuronate:luteolin-7-O-beta-D-diglucuronide|;2.4.1.191;None;None;C(H)(C(H)(O(C(C(H)(C(C(C(O(H))(C(H)(){4})C(O)(C(H)(C(C(C(H)(C(H)(C(O(H))(C(O(H))(C(H)(){11})))))<11>O(){6})))))<6>))<4>)O(C(HC(O(H)O))(C(HO(H))(C(HO(H))(){1}))))O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(O(H)O))(O(){3})))))<3>))<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(O(H)O))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R03111;S-Adenosyl-L-methionine:sterigmatocystin 7-O-methyltransferase|;2.1.1.110;None;None;C(H)(C(H)(O(C(H)(C(H)(){1}))O(C(C(H)(C(O(C(H3)))(C(C(C(){4}O(C(C(H)(C(H)(C(H)(C(O(H))(C(C(O)(){7}){10})))))<10>)))<7>)))<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1><=>C(H)(C(H)(O(C(H)(C(H)(){1}))O(C(C(H)(C(O(C(H3)))(C(C(C(){4}O(C(C(H)(C(H)(C(H)(C(O(C(H3)))(C(C(O)(){7}){10})))))<10>)))<7>)))<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R03112;S-Adenosyl-L-methionine:6-demethylsterigmatocystin|;2.1.1.109;None;None;C(H)(C(H)(O(C(H)(C(H)(){1}))O(C(C(H)(C(O(H))(C(C(C(){4}O(C(C(H)(C(H)(C(H)(C(O(H))(C(C(O)(){7}){10})))))<10>)))<7>)))<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S[+1](C(H3)C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1><=>C(H)(C(H)(O(C(H)(C(H)(){1}))O(C(C(H)(C(O(C(H3)))(C(C(C(){4}O(C(C(H)(C(H)(C(H)(C(O(H))(C(C(O)(){7}){10})))))<10>)))<7>)))<4>)))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2S(C(H2C(H2C(HN(H2)C(O(H)O)))))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R02225;ATP:streptomycin 6-phosphotransferase|;2.7.1.72;None;None;C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1><=>C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){3})))))<3>))<1>
R02227;ATP:streptomycin 3''-phosphotransferase|;2.7.1.87;None;None;C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1><=>C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(P(O(H)O(H)O)))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>
R02226;ATP:streptomycin 3''-adenylyltransferase|;2.7.7.47;None;None;C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1><=>C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){9})))){6})<9>)))<6>O(){2}))))<2>O(P(O(H)O)(O(C(H)(C(HN(HC(H3)))(C(H)(O(C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){12})))))<12>)O(C(HC(H3))(C(O(H)C(HO))(){9}))))<9>)O(C(HC(H2O(H)))(C(HO(H))(){5})))))<5>))))
R02228;Streptomycin-6-phosphate phosphohydrolase|;3.1.3.39;None;None;C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){3})))))<3>))<1><=>C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>
R05515;;;None;None;C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(HO))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){3})))))<3>))<1><=>C(H)(C(H)(O(C(H)(C(HN(HC(N(H2)N(H))))(C(HO(H))(C(HN(HC(N(H2)N(H))))(C(HO(P(O(H)O(H)O)))(C(HO(H))(){4})))))<4>)O(C(HC(H3))(C(O(H)C(H2O(H)))(){1})))O(C(H)(C(HN(HC(H3)))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>
